#Custom ID, type, EPIC ID, RA, Dec, target name
200252794,5,,,,TNO.134860
200252795,5,,,,TNO.134860
200252796,5,,,,TNO.134860
200252797,5,,,,TNO.134860
200252798,5,,,,TNO.134860
200252799,5,,,,TNO.134860
200252800,5,,,,TNO.134860
200252801,5,,,,TNO.134860
200252802,5,,,,TNO.134860
200252803,5,,,,TNO.134860
200252804,5,,,,TNO.134860
200252805,5,,,,TNO.134860
200252806,5,,,,TNO.134860
200252807,5,,,,TNO.134860
200252808,5,,,,TNO.134860
200252809,5,,,,TNO.134860
200252810,5,,,,TNO.134860
200252811,5,,,,TNO.134860
200252812,5,,,,TNO.134860
200252813,5,,,,TNO.134860
200252814,5,,,,TNO.134860
200252815,5,,,,TNO.134860
200252816,5,,,,TNO.134860
200252817,5,,,,TNO.134860
200252818,5,,,,TNO.134860
200252819,5,,,,TNO.134860
200252820,5,,,,TNO.134860
200252821,5,,,,TNO.134860
200252822,5,,,,TNO.134860
200252823,5,,,,TNO.134860
200252824,5,,,,TNO.134860
200252825,5,,,,TNO.134860
200252826,5,,,,TNO.134860
200252827,5,,,,TNO.134860
200252828,5,,,,TNO.134860
200252829,5,,,,TNO.134860
200252830,5,,,,TNO.134860
200252831,5,,,,TNO.134860
200252832,5,,,,TNO.134860
200252833,5,,,,TNO.134860
200252834,5,,,,TNO.134860
200252835,5,,,,TNO.134860
200252836,5,,,,TNO.134860
200252837,5,,,,TNO.134860
200252838,5,,,,TNO.134860
200252839,5,,,,TNO.134860
200252840,5,,,,TNO.134860
200252841,5,,,,TNO.134860
200252842,5,,,,TNO.134860
200252843,5,,,,TNO.134860
200252844,5,,,,TNO.134860
200252845,5,,,,TNO.134860
200252846,5,,,,TNO.134860
200252847,5,,,,TNO.134860
200252848,5,,,,TNO.134860
200252849,5,,,,TNO.134860
200252850,5,,,,TNO.134860
200252851,5,,,,TNO.134860
200252852,5,,,,TNO.134860
200252853,5,,,,TNO.134860
200252854,5,,,,TNO.134860
200252855,5,,,,TNO.134860
200252856,5,,,,TNO.134860
200252857,5,,,,TNO.134860
200252858,5,,,,TNO.134860
200252859,5,,,,TNO.134860
200252860,5,,,,TNO.134860
200252861,5,,,,TNO.134860
200252862,5,,,,TNO.134860
200252863,5,,,,TNO.134860
200252864,5,,,,TNO.134860
200252865,5,,,,TNO.134860
200252866,5,,,,TNO.134860
200252867,5,,,,TNO.134860
200252868,5,,,,TNO.134860
200252869,5,,,,TNO.134860
200252870,5,,,,TNO.134860
200252871,5,,,,TNO.134860
200252872,5,,,,TNO.134860
200252873,5,,,,TNO.134860
200252874,5,,,,TNO.134860
200252875,5,,,,TNO.134860
200252876,5,,,,TNO.134860
200252877,5,,,,TNO.134860
200252878,5,,,,TNO.134860
200252879,5,,,,TNO.134860
200252880,5,,,,TNO.137294
200252881,5,,,,TNO.137294
200252882,5,,,,TNO.137294
200252883,5,,,,TNO.137294
200252884,5,,,,TNO.137294
200252885,5,,,,TNO.137294
200252886,5,,,,TNO.137294
200252887,5,,,,TNO.137294
200252888,5,,,,TNO.137294
200252889,5,,,,TNO.137294
200252890,5,,,,TNO.137294
200252891,5,,,,TNO.137294
200252892,5,,,,TNO.137294
200252893,5,,,,TNO.137294
200252894,5,,,,TNO.137294
200252895,5,,,,TNO.137294
200252896,5,,,,TNO.137294
200252897,5,,,,TNO.137294
200252898,5,,,,TNO.137294
200252899,5,,,,TNO.137294
200252900,5,,,,TNO.137294
200252901,5,,,,TNO.137294
200252902,5,,,,TNO.137294
200252903,5,,,,TNO.137294
200252904,5,,,,TNO.137294
200252905,5,,,,TNO.137294
200252906,5,,,,TNO.137294
200252907,5,,,,TNO.137294
200252908,5,,,,TNO.137294
200252909,5,,,,TNO.137294
200252910,5,,,,TNO.137294
200252911,5,,,,TNO.137294
200252912,5,,,,TNO.137294
200252913,5,,,,TNO.137294
200252914,5,,,,TNO.137294
200252915,5,,,,TNO.137294
200252916,5,,,,TNO.137294
200252917,5,,,,TNO.137294
200252918,5,,,,TNO.137294
200252919,5,,,,TNO.137294
200252920,5,,,,TNO.137294
200252921,5,,,,TNO.137294
200252922,5,,,,TNO.137294
200252923,5,,,,TNO.137294
200252924,5,,,,TNO.137294
200252925,5,,,,TNO.137294
200252926,5,,,,TNO.137294
200252927,5,,,,TNO.137294
200252928,5,,,,TNO.137294
200252929,5,,,,TNO.137294
200252930,5,,,,TNO.137294
200252931,5,,,,TNO.137294
200252932,5,,,,TNO.137294
200252933,5,,,,TNO.137294
200252934,5,,,,TNO.137294
200252935,5,,,,TNO.137294
200252936,5,,,,TNO.137294
200252937,5,,,,TNO.137294
200252938,5,,,,TNO.137294
200252939,5,,,,TNO.137294
200252940,5,,,,TNO.137294
200252941,5,,,,TNO.137294
200252942,5,,,,TNO.137294
